sehir,tarih,aylik_ortalama_ecopulse
Kırşehir,2023-07,46.5
Kırşehir,2023-08,44.11
Kırşehir,2023-09,47.14
Kırşehir,2023-10,50.74
Kırşehir,2023-11,50.37
Kırşehir,2023-12,55.68
Kırşehir,2024-02,54.34
Kırşehir,2024-03,47.35
Kırşehir,2024-04,51.91
Kırşehir,2024-05,54.73
Kırşehir,2024-06,45.6
Kırşehir,2024-07,49.07
Kırşehir,2024-08,43.88
Kırşehir,2024-09,46.05
Kırşehir,2024-10,48.74
Kırşehir,2024-11,52.15
Kırşehir,2024-12,57.6
Kırşehir,2025-01,55.87
Kırşehir,2025-02,50.98
Kırşehir,2025-03,54.53
Kırşehir,2025-04,54.72
Kırşehir,2025-05,54.93
Malatya,2020-01,62.21
Malatya,2020-02,62.34
Malatya,2020-03,62.58
Malatya,2020-04,53.71
Malatya,2020-05,50.39
Malatya,2020-06,49.19
Malatya,2020-07,48.47
Malatya,2020-08,45.95
Malatya,2020-09,46.77
Malatya,2020-10,49.67
Malatya,2020-11,55.83
Malatya,2020-12,60.85
Malatya,2021-01,63.9
Malatya,2021-02,60.78
Malatya,2021-03,60.52
Malatya,2021-04,54.05
Malatya,2021-05,49.81
Malatya,2021-06,48.59
Malatya,2021-07,46.19
Malatya,2021-08,48.78
Malatya,2021-09,48.57
Malatya,2021-10,49.22
Malatya,2021-11,53.87
Malatya,2021-12,59.04
Malatya,2022-01,62.05
Malatya,2022-02,63.16
Malatya,2022-04,53.71
Malatya,2022-05,52.1
Malatya,2022-06,49.41
Malatya,2022-07,46.18
Malatya,2022-08,46.57
Malatya,2022-09,47.43
Malatya,2022-10,52.96
Malatya,2022-11,52.56
Malatya,2022-12,57.68
Malatya,2023-01,56.17
Malatya,2023-02,60.62
Malatya,2023-03,61.02
Malatya,2023-04,54.69
Malatya,2023-05,53.1
Malatya,2023-06,53.94
Malatya,2023-07,44.8
Malatya,2023-08,46.28
Malatya,2023-09,47.5
Malatya,2023-10,52.48
Malatya,2023-11,55.31
Malatya,2023-12,57.86
Malatya,2024-01,58.16
Malatya,2024-02,58.05
Malatya,2024-03,57.65
Malatya,2024-04,53.47
Malatya,2024-05,48.38
Malatya,2024-06,45.86
Malatya,2024-07,40.71
Malatya,2024-08,45.49
Malatya,2024-09,50.13
Malatya,2024-10,53.02
Malatya,2024-11,57.0
Malatya,2024-12,63.0
Malatya,2025-01,59.93
Malatya,2025-02,55.79
Malatya,2025-04,53.85
Malatya,2025-05,52.45
Manisa,2020-01,58.8
Manisa,2020-02,56.13
Manisa,2020-03,50.07
Manisa,2020-04,50.51
Manisa,2020-05,48.05
Manisa,2020-06,50.84
Manisa,2020-07,48.13
Manisa,2020-08,47.75
Manisa,2020-09,48.3
Manisa,2020-10,50.6
Manisa,2020-11,53.01
Manisa,2020-12,60.08
Manisa,2021-01,59.14
Manisa,2021-02,53.11
Manisa,2021-03,56.61
Manisa,2021-04,57.3
Manisa,2021-05,49.04
Manisa,2021-06,49.81
Manisa,2021-07,45.9
Manisa,2021-08,46.13
Manisa,2021-09,50.96
Manisa,2021-10,52.42
Manisa,2021-11,53.74
Manisa,2021-12,59.11
Manisa,2022-01,58.8
Manisa,2022-02,55.86
Manisa,2022-03,54.17
Manisa,2022-04,48.88
Manisa,2022-05,52.0
Manisa,2022-06,56.95
Manisa,2022-07,46.49
Manisa,2022-08,49.99
Manisa,2022-09,48.9
Manisa,2022-10,51.97
Manisa,2022-11,51.1
Manisa,2022-12,55.14
Manisa,2023-01,55.6
Manisa,2023-02,56.97
Manisa,2023-03,49.74
Manisa,2023-05,53.55
Manisa,2023-06,52.16
Manisa,2023-07,46.11
Manisa,2023-08,47.2
Manisa,2023-09,47.88
Manisa,2023-10,51.04
Manisa,2023-11,56.68
Manisa,2023-12,55.43
Manisa,2024-01,56.74
Manisa,2024-02,54.46
Manisa,2024-03,50.71
Manisa,2024-04,52.12
Manisa,2024-05,51.1
Manisa,2024-06,46.3
Manisa,2024-07,45.32
Manisa,2024-08,47.61
Manisa,2024-09,49.03
Manisa,2024-10,50.94
Manisa,2024-11,52.01
Manisa,2024-12,55.31
Manisa,2025-01,54.07
Manisa,2025-02,56.59
Manisa,2025-03,49.38
Manisa,2025-04,57.7
Manisa,2025-05,50.89
Mardin,2020-01,57.26
Mardin,2020-03,51.06
Mardin,2020-04,60.74
Mardin,2020-05,46.55
Mardin,2020-06,47.99
Mardin,2020-07,44.69
Mardin,2020-08,44.8
Mardin,2020-09,44.07
Mardin,2020-10,47.17
Mardin,2020-11,52.08
Mardin,2020-12,54.54
Mardin,2021-01,56.36
Mardin,2021-02,53.49
Mardin,2021-03,53.28
Mardin,2021-04,56.88
Mardin,2021-05,48.51
Mardin,2021-06,47.28
Mardin,2021-07,42.6
Mardin,2021-08,45.94
Mardin,2021-09,44.49
Mardin,2021-10,47.92
Mardin,2021-11,50.85
Mardin,2021-12,55.6
Mardin,2022-01,56.32
Mardin,2022-02,54.4
Mardin,2022-03,55.19
Mardin,2022-04,53.0
Mardin,2022-05,51.4
Mardin,2022-06,46.78
Mardin,2022-07,40.75
Mardin,2022-08,42.94
Mardin,2022-09,45.91
Mardin,2022-10,47.08
Mardin,2022-11,48.67
Mardin,2022-12,55.42
Mardin,2023-01,53.06
Mardin,2023-02,55.54
Mardin,2023-04,60.4
Mardin,2023-05,49.9
Mardin,2023-06,46.12
Mardin,2023-07,41.29
Mardin,2023-08,42.7
Mardin,2023-09,46.25
Mardin,2023-10,52.57
Mardin,2023-11,48.94
Mardin,2023-12,55.43
Mardin,2024-02,52.05
Mardin,2024-03,49.88
Mardin,2024-04,50.32
Mardin,2024-05,53.26
Mardin,2024-06,46.77
Mardin,2024-07,42.35
Mardin,2024-08,42.21
Mardin,2024-09,46.55
Mardin,2024-10,48.26
Mardin,2024-11,54.77
Mardin,2024-12,55.44
Mardin,2025-01,52.08
Mardin,2025-02,53.27
Mardin,2025-03,48.5
Mardin,2025-04,57.62
Mardin,2025-05,45.0
Mersin,2020-01,65.51
Mersin,2020-03,61.27
Mersin,2020-04,55.59
Mersin,2020-05,53.41
Mersin,2020-06,51.89
Mersin,2020-07,52.06
Mersin,2020-08,49.86
Mersin,2020-09,51.15
Mersin,2020-10,52.76
Mersin,2020-11,58.06
Mersin,2020-12,57.74
Mersin,2021-01,63.66
Mersin,2021-02,56.65
Mersin,2021-03,58.85
Mersin,2021-04,56.05
Mersin,2021-05,51.65
Mersin,2021-06,51.75
Mersin,2021-07,50.71
Mersin,2021-08,49.29
Mersin,2021-09,54.48
Mersin,2021-10,52.42
Mersin,2021-11,54.25
Mersin,2021-12,64.64
Mersin,2022-01,61.22
Mersin,2022-02,62.92
Mersin,2022-03,61.38
Mersin,2022-04,54.46
Mersin,2022-05,55.71
Mersin,2022-06,56.52
Mersin,2022-07,49.34
Mersin,2022-08,52.25
Mersin,2022-09,50.54
Mersin,2022-10,51.68
Mersin,2022-11,51.77
Mersin,2022-12,56.74
Mersin,2023-01,56.03
Mersin,2023-02,61.07
Mersin,2023-03,62.25
Mersin,2023-06,54.9
Mersin,2023-07,48.0
Mersin,2023-08,51.85
Mersin,2023-09,50.09
Mersin,2023-10,53.2
Mersin,2023-11,57.01
Mersin,2023-12,57.17
Mersin,2024-01,63.68
Mersin,2024-02,58.61
Mersin,2024-03,57.1
Mersin,2024-04,53.2
Mersin,2024-05,59.99
Mersin,2024-06,50.64
Mersin,2024-07,48.34
Mersin,2024-08,51.54
Mersin,2024-09,55.51
Mersin,2024-10,51.5
Mersin,2024-11,57.48
Mersin,2024-12,60.83
Mersin,2025-01,60.14
Mersin,2025-02,61.28
Mersin,2025-03,56.46
Mersin,2025-04,53.77
Mersin,2025-05,60.11
Muğla,2020-01,58.9
Muğla,2020-02,60.17
Muğla,2020-03,56.45
Muğla,2020-04,59.9
Muğla,2020-05,48.83
Muğla,2020-06,55.4
Muğla,2020-07,49.94
Muğla,2020-08,49.44
Muğla,2020-09,52.58
Muğla,2020-10,53.18
Muğla,2020-11,56.86
Muğla,2020-12,59.75
Muğla,2021-01,58.94
Muğla,2021-02,56.3
Muğla,2021-03,60.02
Muğla,2021-04,54.84
Muğla,2021-05,49.13
Muğla,2021-06,48.93
Muğla,2021-07,51.69
Muğla,2021-08,50.43
Muğla,2021-09,53.14
Muğla,2021-10,55.5
Muğla,2021-11,55.0
Muğla,2021-12,57.73
Muğla,2022-01,58.72
Muğla,2022-02,59.08
Muğla,2022-03,58.95
Muğla,2022-04,55.49
Muğla,2022-05,54.46
Muğla,2022-06,56.66
Muğla,2022-07,50.32
Muğla,2022-08,53.17
Muğla,2022-09,52.28
Muğla,2022-10,54.6
Muğla,2022-11,55.81
Muğla,2022-12,57.22
Muğla,2023-01,57.22
Muğla,2023-02,59.39
Muğla,2023-03,57.01
Muğla,2023-04,62.19
Muğla,2023-05,56.02
Muğla,2023-06,52.43
Muğla,2023-07,49.57
Muğla,2023-08,51.84
Muğla,2023-09,51.64
Muğla,2023-10,52.6
Muğla,2023-11,60.37
Muğla,2023-12,57.18
Muğla,2024-01,59.33
Muğla,2024-02,58.76
Muğla,2024-03,57.17
Muğla,2024-04,51.61
Muğla,2024-05,53.26
Muğla,2024-06,50.48
Muğla,2024-07,50.87
Muğla,2024-08,52.6
Muğla,2024-09,51.49
Muğla,2024-10,52.71
Muğla,2024-11,56.7
Muğla,2024-12,55.88
Muğla,2025-01,55.95
Muğla,2025-02,59.83
Muğla,2025-03,57.29
Muğla,2025-04,55.52
Muğla,2025-05,55.23
Muş,2020-02,61.0
Muş,2020-04,61.2
Muş,2020-05,51.64
Muş,2020-06,51.34
Muş,2020-07,48.36
Muş,2020-08,47.85
Muş,2020-09,49.29
Muş,2020-10,51.27
Muş,2020-11,57.62
Muş,2020-12,57.04
Muş,2021-04,54.3
Muş,2021-05,49.67
Muş,2021-06,49.29
Muş,2021-07,51.61
Muş,2021-08,50.27
Muş,2021-09,47.5
Muş,2021-10,51.06
Muş,2021-11,56.61
Muş,2022-01,65.3
Muş,2022-05,53.63
Muş,2022-06,52.26
Muş,2022-07,47.43
Muş,2022-08,47.56
Muş,2022-09,48.89
Muş,2022-10,51.99
Muş,2022-11,55.46
Muş,2022-12,57.82
Muş,2023-01,56.65
Muş,2023-06,52.95
Muş,2023-07,47.06
Muş,2023-08,44.87
Muş,2023-09,48.48
Muş,2023-10,47.69
Muş,2023-11,52.11
Muş,2023-12,60.41
Muş,2024-02,63.39
Muş,2024-03,66.0
Muş,2024-04,57.24
Muş,2024-05,62.0
Muş,2024-06,48.01
Muş,2024-07,47.42
Muş,2024-08,51.04
Muş,2024-09,49.75
Muş,2024-10,50.26
Muş,2024-11,57.15
Muş,2024-12,64.61
Muş,2025-01,63.42
Muş,2025-02,66.29
Muş,2025-03,60.17
Muş,2025-04,63.52
Muş,2025-05,55.23
Nevşehir,2020-02,52.2
Nevşehir,2020-03,52.7
Nevşehir,2020-04,52.87
Nevşehir,2020-05,49.31
Nevşehir,2020-06,50.42
Nevşehir,2020-07,45.27
Nevşehir,2020-08,45.76
Nevşehir,2020-09,46.65
Nevşehir,2020-10,49.0
Nevşehir,2020-11,52.83
Nevşehir,2020-12,56.0
Nevşehir,2021-01,60.98
Nevşehir,2021-02,56.17
Nevşehir,2021-03,56.49
Nevşehir,2021-04,53.39
Nevşehir,2021-05,45.43
Nevşehir,2021-06,56.85
Nevşehir,2021-07,48.46
Nevşehir,2021-08,45.04
Nevşehir,2021-09,50.57
Nevşehir,2021-10,50.94
Nevşehir,2021-11,51.56
Nevşehir,2021-12,58.96
Nevşehir,2022-01,53.87
Nevşehir,2022-02,64.85
Nevşehir,2022-04,51.32
Nevşehir,2022-05,51.76
Nevşehir,2022-06,44.78
Nevşehir,2022-07,45.06
Nevşehir,2022-08,48.49
Nevşehir,2022-09,50.36
Nevşehir,2022-10,52.23
Nevşehir,2022-11,51.47
Nevşehir,2022-12,59.68
Nevşehir,2023-01,55.34
Nevşehir,2023-05,55.61
Nevşehir,2023-06,54.72
Nevşehir,2023-07,44.74
Nevşehir,2023-08,43.92
Nevşehir,2023-09,48.01
Nevşehir,2023-10,49.85
Nevşehir,2023-11,43.13
Nevşehir,2023-12,54.56
Nevşehir,2024-01,59.6
Nevşehir,2024-02,53.13
Nevşehir,2024-03,50.35
Nevşehir,2024-04,53.2
Nevşehir,2024-06,43.81
Nevşehir,2024-07,47.01
Nevşehir,2024-08,44.18
Nevşehir,2024-09,51.97
Nevşehir,2024-10,47.1
Nevşehir,2024-11,51.26
Nevşehir,2024-12,59.5
Nevşehir,2025-01,56.25
Nevşehir,2025-02,50.63
Nevşehir,2025-03,53.72
Nevşehir,2025-04,56.36
Nevşehir,2025-05,53.74
Niğde,2020-02,62.92
Niğde,2020-03,59.19
Niğde,2020-04,57.18
Niğde,2020-05,54.2
Niğde,2020-06,52.91
Niğde,2020-07,49.3
Niğde,2020-08,47.25
Niğde,2020-09,49.77
Niğde,2020-10,51.08
Niğde,2020-11,57.91
Niğde,2020-12,57.33
Niğde,2021-01,65.98
Niğde,2021-02,60.21
Niğde,2021-03,59.83
Niğde,2021-04,64.9
Niğde,2021-05,49.0
Niğde,2021-06,52.92
Niğde,2021-07,48.85
Niğde,2021-08,46.75
Niğde,2021-09,51.73
Niğde,2021-10,51.13
Niğde,2021-11,54.12
Niğde,2021-12,60.47
Niğde,2022-01,61.44
Niğde,2022-04,54.21
Niğde,2022-05,54.02
Niğde,2022-06,48.29
Niğde,2022-07,48.4
Niğde,2022-08,53.88
Niğde,2022-09,49.54
Niğde,2022-10,52.9
Niğde,2022-11,54.99
Niğde,2022-12,59.81
Niğde,2023-01,56.73
Niğde,2023-03,58.19
Niğde,2023-05,57.64
Niğde,2023-06,57.84
Niğde,2023-07,45.41
Niğde,2023-08,46.43
Niğde,2023-09,46.28
Niğde,2023-10,54.36
Niğde,2023-11,57.18
Niğde,2023-12,56.46
Niğde,2024-02,59.67
Niğde,2024-03,58.59
Niğde,2024-04,52.35
Niğde,2024-06,47.39
Niğde,2024-07,48.84
Niğde,2024-08,47.73
Niğde,2024-09,46.05
Niğde,2024-10,47.43
Niğde,2024-11,56.3
Niğde,2024-12,62.0
Niğde,2025-01,58.95
Niğde,2025-03,57.67
Niğde,2025-04,51.5
Niğde,2025-05,45.4
Ordu,2020-02,60.4
Ordu,2020-03,59.07
Ordu,2020-04,59.39
Ordu,2020-08,53.87
Ordu,2020-09,53.31
Ordu,2020-10,51.26
Ordu,2020-12,56.31
Ordu,2021-01,60.14
Ordu,2021-04,62.81
Ordu,2021-05,50.4
Ordu,2021-06,54.51
Ordu,2021-08,53.53
Ordu,2021-09,54.7
Ordu,2021-10,51.97
Ordu,2021-11,52.88
Ordu,2021-12,60.77
Ordu,2022-02,59.04
Ordu,2022-04,54.73
Ordu,2022-05,53.43
Ordu,2022-06,54.67
Ordu,2022-09,55.07
Ordu,2022-10,49.01
Ordu,2022-12,56.3
Ordu,2023-01,58.65
Ordu,2023-05,57.08
Ordu,2023-06,55.4
Ordu,2023-07,54.11
Ordu,2023-08,46.45
Ordu,2023-10,51.56
Ordu,2023-12,58.06
Ordu,2024-02,54.91
Ordu,2024-06,49.61
Ordu,2024-08,48.83
Ordu,2024-09,56.82
Ordu,2024-10,52.97
Ordu,2024-11,56.4
Ordu,2024-12,56.92
Ordu,2025-01,57.8
Ordu,2025-05,58.68
Osmaniye,2020-01,53.87
Osmaniye,2020-02,60.52
Osmaniye,2020-03,52.29
Osmaniye,2020-04,56.99
Osmaniye,2020-05,48.0
Osmaniye,2020-06,51.98
Osmaniye,2020-07,49.65
Osmaniye,2020-08,46.88
Osmaniye,2020-09,44.08
Osmaniye,2020-10,53.61
Osmaniye,2020-11,53.41
Osmaniye,2020-12,53.19
Osmaniye,2021-01,57.78
Osmaniye,2021-02,51.9
Osmaniye,2021-03,55.65
Osmaniye,2021-04,52.83
Osmaniye,2021-05,47.77
Osmaniye,2021-06,48.61
Osmaniye,2021-07,47.85
Osmaniye,2021-08,45.49
Osmaniye,2021-09,52.61
Osmaniye,2021-10,48.78
Osmaniye,2021-11,51.83
Osmaniye,2022-01,55.39
Osmaniye,2022-02,54.9
Osmaniye,2022-03,55.59
Osmaniye,2022-04,49.25
Osmaniye,2022-05,47.84
Osmaniye,2022-06,53.06
Osmaniye,2022-07,45.59
Osmaniye,2022-08,44.91
Osmaniye,2022-09,46.77
Osmaniye,2022-10,50.08
Osmaniye,2022-11,52.11
Osmaniye,2022-12,56.2
Osmaniye,2023-01,53.13
Osmaniye,2023-02,53.26
Osmaniye,2023-03,56.53
Osmaniye,2023-04,52.71
Osmaniye,2023-05,54.11
Osmaniye,2023-06,62.31
Osmaniye,2023-07,43.86
Osmaniye,2023-08,51.1
Osmaniye,2023-09,46.93
Osmaniye,2023-10,49.77
Osmaniye,2023-11,53.26
Osmaniye,2023-12,53.22
Osmaniye,2024-01,59.82
Osmaniye,2024-02,52.51
Osmaniye,2024-03,54.11
Osmaniye,2024-04,48.6
Osmaniye,2024-05,66.68
Osmaniye,2024-06,43.57
Osmaniye,2024-07,47.2
Osmaniye,2024-08,55.43
Osmaniye,2024-09,49.0
Osmaniye,2024-10,48.34
Osmaniye,2024-11,52.77
Osmaniye,2024-12,54.25
Osmaniye,2025-01,53.64
Osmaniye,2025-02,55.62
Osmaniye,2025-03,50.58
Osmaniye,2025-04,50.31
Osmaniye,2025-05,44.69
Rize,2020-06,49.67
Rize,2020-08,48.29
Rize,2020-09,49.47
Rize,2020-10,53.92
Rize,2020-12,63.78
Rize,2021-02,63.55
Rize,2021-05,58.63
Rize,2021-08,54.52
Rize,2022-09,52.86
Rize,2023-01,60.93
Rize,2023-07,56.43
Rize,2023-10,59.1
Rize,2024-06,57.16
Rize,2024-07,46.76
Rize,2024-09,59.62
Rize,2025-01,60.56
Sakarya,2020-01,60.19
Sakarya,2020-02,55.63
Sakarya,2020-03,55.96
Sakarya,2020-04,55.77
Sakarya,2020-05,47.53
Sakarya,2020-07,53.8
Sakarya,2020-08,51.71
Sakarya,2020-09,51.36
Sakarya,2020-10,53.18
Sakarya,2020-11,56.23
Sakarya,2020-12,55.7
Sakarya,2021-01,59.81
Sakarya,2021-02,59.13
Sakarya,2021-05,50.76
Sakarya,2021-06,55.25
Sakarya,2021-07,52.59
Sakarya,2021-08,52.74
Sakarya,2021-09,54.79
Sakarya,2021-10,56.39
Sakarya,2021-11,53.95
Sakarya,2021-12,53.62
Sakarya,2022-01,57.26
Sakarya,2022-02,60.9
Sakarya,2022-03,57.14
Sakarya,2022-04,53.2
Sakarya,2022-05,50.15
Sakarya,2022-07,54.66
Sakarya,2022-08,49.91
Sakarya,2022-09,52.71
Sakarya,2022-10,57.23
Sakarya,2022-12,57.88
Sakarya,2023-01,56.3
Sakarya,2023-02,60.09
Sakarya,2023-04,57.81
Sakarya,2023-06,50.56
Sakarya,2023-07,49.2
Sakarya,2023-08,45.48
Sakarya,2023-09,49.17
Sakarya,2023-10,50.99
Sakarya,2023-11,51.82
Sakarya,2023-12,50.96
Sakarya,2024-01,61.71
Sakarya,2024-02,55.72
Sakarya,2024-03,56.07
Sakarya,2024-04,53.23
Sakarya,2024-05,54.04
Sakarya,2024-06,46.13
Sakarya,2024-07,58.11
Sakarya,2024-08,54.03
Sakarya,2024-09,51.82
Sakarya,2024-10,53.63
Sakarya,2024-11,56.75
Sakarya,2024-12,55.98
Sakarya,2025-01,56.89
Sakarya,2025-05,48.85
Samsun,2020-02,56.77
Samsun,2020-03,54.81
Samsun,2020-04,55.58
Samsun,2020-05,55.86
Samsun,2020-06,54.23
Samsun,2020-07,54.31
Samsun,2020-08,51.8
Samsun,2020-09,53.77
Samsun,2020-10,50.56
Samsun,2020-12,53.34
Samsun,2021-01,55.59
Samsun,2021-03,63.05
Samsun,2021-04,50.95
Samsun,2021-05,54.43
Samsun,2021-06,56.47
Samsun,2021-07,59.95
Samsun,2021-08,56.1
Samsun,2021-09,52.84
Samsun,2021-10,52.64
Samsun,2021-11,54.24
Samsun,2021-12,50.16
Samsun,2022-01,65.93
Samsun,2022-02,63.39
Samsun,2022-04,49.76
Samsun,2022-05,52.13
Samsun,2022-06,46.53
Samsun,2022-07,56.43
Samsun,2022-08,56.88
Samsun,2022-09,51.02
Samsun,2022-10,52.78
Samsun,2022-11,62.33
Samsun,2022-12,57.78
Samsun,2023-01,58.76
Samsun,2023-02,65.91
Samsun,2023-05,60.88
Samsun,2023-06,50.65
Samsun,2023-07,52.09
Samsun,2023-08,51.13
Samsun,2023-09,52.6
Samsun,2023-10,53.17
Samsun,2023-12,58.89
Samsun,2024-02,55.22
Samsun,2024-04,53.95
Samsun,2024-06,56.76
Samsun,2024-07,57.53
Samsun,2024-08,51.89
Samsun,2024-09,48.87
Samsun,2024-10,52.53
Samsun,2024-11,59.29
Samsun,2025-01,58.43
Samsun,2025-03,56.62
Samsun,2025-05,53.64
Siirt,2020-01,61.75
Siirt,2020-03,60.83
Siirt,2020-04,59.9
Siirt,2020-05,52.87
Siirt,2020-06,46.62
Siirt,2020-07,45.9
Siirt,2020-08,47.11
Siirt,2020-09,47.36
Siirt,2020-10,50.91
Siirt,2020-12,57.2
Siirt,2021-01,60.2
Siirt,2021-02,60.74
Siirt,2021-05,47.71
Siirt,2021-06,45.0
Siirt,2021-07,45.23
Siirt,2021-08,46.14
Siirt,2021-09,46.76
Siirt,2021-10,51.27
Siirt,2021-11,52.24
Siirt,2021-12,63.11
Siirt,2022-01,62.48
Siirt,2022-02,58.98
Siirt,2022-04,62.42
Siirt,2022-05,46.91
Siirt,2022-06,48.16
Siirt,2022-07,43.98
Siirt,2022-08,43.18
Siirt,2022-09,43.81
Siirt,2022-10,48.82
Siirt,2022-11,54.95
Siirt,2022-12,59.13
Siirt,2023-01,55.16
Siirt,2023-02,63.06
Siirt,2023-05,52.56
Siirt,2023-06,49.87
Siirt,2023-07,43.61
Siirt,2023-08,45.74
Siirt,2023-09,47.49
Siirt,2023-10,55.06
Siirt,2023-11,51.1
Siirt,2023-12,58.33
Siirt,2024-02,56.44
Siirt,2024-03,64.39
Siirt,2024-04,51.64
Siirt,2024-05,58.8
Siirt,2024-06,43.52
Siirt,2024-07,48.97
Siirt,2024-08,48.54
Siirt,2024-09,46.54
Siirt,2024-10,46.7
Siirt,2024-11,54.78
Siirt,2024-12,58.08
Siirt,2025-01,58.24
Siirt,2025-02,59.17
Siirt,2025-03,57.22
Siirt,2025-04,50.15
Siirt,2025-05,51.44
Sinop,2020-02,64.14
Sinop,2020-03,58.85
Sinop,2020-04,55.97
Sinop,2020-05,49.68
Sinop,2020-06,52.61
Sinop,2020-07,51.96
Sinop,2020-08,48.34
Sinop,2020-09,46.92
Sinop,2020-10,53.94
Sinop,2020-11,57.12
Sinop,2020-12,55.92
Sinop,2021-01,54.7
Sinop,2021-03,59.42
Sinop,2021-05,52.4
Sinop,2021-06,52.73
Sinop,2021-07,51.71
Sinop,2021-08,55.52
Sinop,2021-09,56.26
Sinop,2021-10,53.45
Sinop,2021-11,52.87
Sinop,2021-12,58.25
Sinop,2022-04,52.19
Sinop,2022-05,57.17
Sinop,2022-06,61.64
Sinop,2022-07,52.35
Sinop,2022-08,58.77
Sinop,2022-09,53.62
Sinop,2022-10,52.71
Sinop,2022-11,52.33
Sinop,2022-12,56.91
Sinop,2023-01,60.93
Sinop,2023-03,56.15
Sinop,2023-06,51.61
Sinop,2023-07,50.11
Sinop,2023-08,48.2
Sinop,2023-09,51.65
Sinop,2023-10,55.11
Sinop,2023-12,54.89
Sinop,2024-02,51.14
Sinop,2024-03,59.96
Sinop,2024-04,54.26
Sinop,2024-06,50.02
Sinop,2024-07,58.82
Sinop,2024-08,49.88
Sinop,2024-09,53.28
Sinop,2024-10,50.78
Sinop,2024-11,59.31
Sinop,2025-01,57.73
Sinop,2025-03,63.43
Sinop,2025-05,50.76
Sivas,2020-01,63.95
Sivas,2020-02,62.22
Sivas,2020-04,56.23
Sivas,2020-05,53.79
Sivas,2020-06,51.61
Sivas,2020-07,52.71
Sivas,2020-08,48.57
Sivas,2020-09,49.3
Sivas,2020-10,50.54
Sivas,2020-11,56.26
Sivas,2020-12,56.73
Sivas,2021-01,62.44
Sivas,2021-02,62.54
Sivas,2021-04,54.75
Sivas,2021-05,48.74
Sivas,2021-06,50.96
Sivas,2021-07,48.83
Sivas,2021-08,49.96
Sivas,2021-09,49.0
Sivas,2021-10,50.56
Sivas,2021-11,56.39
Sivas,2021-12,57.3
Sivas,2022-01,65.18
Sivas,2022-04,50.48
Sivas,2022-05,53.33
Sivas,2022-06,53.97
Sivas,2022-07,49.41
Sivas,2022-08,52.71
Sivas,2022-09,49.76
Sivas,2022-10,55.44
Sivas,2022-11,56.41
Sivas,2022-12,57.17
Sivas,2023-01,58.34
Sivas,2023-03,59.89
Sivas,2023-04,64.32
Sivas,2023-05,55.21
Sivas,2023-06,52.5
Sivas,2023-07,49.39
Sivas,2023-08,46.92
Sivas,2023-09,51.96
Sivas,2023-10,53.99
Sivas,2023-11,54.61
Sivas,2023-12,61.53
Sivas,2024-02,58.77
Sivas,2024-04,53.68
Sivas,2024-06,46.88
Sivas,2024-07,48.28
Sivas,2024-08,47.07
Sivas,2024-09,51.42
Sivas,2024-10,50.52
Sivas,2024-11,54.02
Sivas,2024-12,61.57
Sivas,2025-01,61.39
Sivas,2025-04,54.44
Sivas,2025-05,61.28
Tekirdağ,2020-01,58.5
Tekirdağ,2020-02,56.25
Tekirdağ,2020-03,55.19
Tekirdağ,2020-04,54.4
Tekirdağ,2020-05,51.24
Tekirdağ,2020-06,50.82
Tekirdağ,2020-07,51.53
Tekirdağ,2020-08,53.65
Tekirdağ,2020-09,49.56
Tekirdağ,2020-10,56.53
Tekirdağ,2020-11,55.97
Tekirdağ,2021-01,59.89
Tekirdağ,2021-02,53.53
Tekirdağ,2021-03,56.01
Tekirdağ,2021-04,52.5
Tekirdağ,2021-05,58.82
Tekirdağ,2021-06,55.0
Tekirdağ,2021-07,52.92
Tekirdağ,2021-08,51.9
Tekirdağ,2021-09,52.7
Tekirdağ,2021-11,55.62
Tekirdağ,2021-12,62.07
Tekirdağ,2022-01,57.09
Tekirdağ,2022-02,53.73
Tekirdağ,2022-03,54.8
Tekirdağ,2022-04,51.63
Tekirdağ,2022-05,51.13
Tekirdağ,2022-06,53.26
Tekirdağ,2022-07,50.33
Tekirdağ,2022-08,59.34
Tekirdağ,2022-09,53.56
Tekirdağ,2022-10,56.88
Tekirdağ,2022-11,53.73
Tekirdağ,2022-12,55.24
Tekirdağ,2023-01,54.01
Tekirdağ,2023-02,56.88
Tekirdağ,2023-03,51.46
Tekirdağ,2023-06,55.93
Tekirdağ,2023-07,50.21
Tekirdağ,2023-08,47.87
Tekirdağ,2023-09,53.62
Tekirdağ,2023-10,47.0
Tekirdağ,2023-11,57.31
Tekirdağ,2023-12,54.7
Tekirdağ,2024-02,53.08
Tekirdağ,2024-03,57.41
Tekirdağ,2024-04,53.24
Tekirdağ,2024-05,48.36
Tekirdağ,2024-06,48.5
Tekirdağ,2024-07,49.01
Tekirdağ,2024-08,50.54
Tekirdağ,2024-09,54.32
Tekirdağ,2024-10,55.78
Tekirdağ,2024-11,56.31
Tekirdağ,2024-12,52.66
Tekirdağ,2025-01,61.6
Tekirdağ,2025-03,53.93
Tekirdağ,2025-04,55.24
Tekirdağ,2025-05,54.24
Tokat,2020-01,59.85
Tokat,2020-02,61.13
Tokat,2020-03,57.07
Tokat,2020-04,54.61
Tokat,2020-05,51.17
Tokat,2020-06,53.26
Tokat,2020-07,50.2
Tokat,2020-08,47.44
Tokat,2020-09,51.06
Tokat,2020-10,50.96
Tokat,2020-11,55.1
Tokat,2020-12,54.09
Tokat,2021-01,61.76
