sehir,tarih,aylik_ortalama_ecopulse
Bingöl,2024-02,64.47
Bingöl,2024-03,61.25
Bingöl,2024-04,57.94
Bingöl,2024-06,48.44
Bingöl,2024-07,48.55
Bingöl,2024-08,51.42
Bingöl,2024-09,45.96
Bingöl,2024-10,47.58
Bingöl,2024-11,53.54
Bingöl,2025-01,61.25
Bingöl,2025-02,61.14
Bingöl,2025-04,61.8
Bingöl,2025-05,51.93
Bitlis,2020-02,66.44
Bitlis,2020-05,51.95
Bitlis,2020-06,51.22
Bitlis,2020-07,49.62
Bitlis,2020-08,50.36
Bitlis,2020-09,53.22
Bitlis,2020-10,53.34
Bitlis,2020-12,63.63
Bitlis,2021-02,66.52
Bitlis,2021-05,52.47
Bitlis,2021-06,50.09
Bitlis,2021-07,50.25
Bitlis,2021-08,55.32
Bitlis,2021-09,48.81
Bitlis,2021-10,56.92
Bitlis,2021-11,58.25
Bitlis,2022-05,54.24
Bitlis,2022-06,52.54
Bitlis,2022-07,49.38
Bitlis,2022-08,47.59
Bitlis,2022-09,47.8
Bitlis,2022-10,54.82
Bitlis,2022-11,55.88
Bitlis,2022-12,61.06
Bitlis,2023-01,57.98
Bitlis,2023-06,50.44
Bitlis,2023-07,48.52
Bitlis,2023-08,47.69
Bitlis,2023-09,51.22
Bitlis,2023-10,56.64
Bitlis,2023-11,54.76
Bitlis,2023-12,63.89
Bitlis,2024-02,63.59
Bitlis,2024-04,57.96
Bitlis,2024-06,51.69
Bitlis,2024-07,51.2
Bitlis,2024-08,53.78
Bitlis,2024-09,47.82
Bitlis,2024-10,49.54
Bitlis,2024-11,58.47
Bitlis,2025-03,59.41
Bitlis,2025-04,57.53
Bitlis,2025-05,56.85
Bolu,2020-01,62.2
Bolu,2020-03,54.23
Bolu,2020-04,54.5
Bolu,2020-05,52.77
Bolu,2020-07,54.97
Bolu,2020-08,49.01
Bolu,2020-09,50.59
Bolu,2020-10,52.63
Bolu,2020-11,55.05
Bolu,2020-12,57.66
Bolu,2021-01,58.44
Bolu,2021-02,62.6
Bolu,2021-05,52.56
Bolu,2021-06,56.67
Bolu,2021-07,50.16
Bolu,2021-08,54.8
Bolu,2021-09,48.72
Bolu,2021-10,54.66
Bolu,2021-11,54.33
Bolu,2021-12,63.39
Bolu,2022-04,55.42
Bolu,2022-05,53.88
Bolu,2022-07,50.37
Bolu,2022-08,55.46
Bolu,2022-09,53.46
Bolu,2022-10,56.17
Bolu,2022-11,55.04
Bolu,2022-12,59.06
Bolu,2023-01,56.47
Bolu,2023-02,59.17
Bolu,2023-05,52.99
Bolu,2023-07,46.63
Bolu,2023-08,48.8
Bolu,2023-09,49.57
Bolu,2023-10,47.12
Bolu,2023-11,59.25
Bolu,2023-12,53.53
Bolu,2024-02,60.61
Bolu,2024-03,60.04
Bolu,2024-04,54.15
Bolu,2024-05,50.73
Bolu,2024-06,46.98
Bolu,2024-07,54.09
Bolu,2024-08,47.27
Bolu,2024-09,50.44
Bolu,2024-10,52.11
Bolu,2024-11,53.68
Bolu,2025-01,55.72
Bolu,2025-03,55.3
Bolu,2025-04,46.13
Bolu,2025-05,55.91
Burdur,2020-01,59.32
Burdur,2020-02,56.45
Burdur,2020-03,56.17
Burdur,2020-04,54.66
Burdur,2020-05,48.38
Burdur,2020-06,54.14
Burdur,2020-07,48.42
Burdur,2020-08,47.32
Burdur,2020-09,48.71
Burdur,2020-10,52.62
Burdur,2020-11,54.74
Burdur,2020-12,57.6
Burdur,2021-01,62.85
Burdur,2021-02,55.23
Burdur,2021-03,54.42
Burdur,2021-04,52.51
Burdur,2021-05,48.49
Burdur,2021-06,49.97
Burdur,2021-07,49.84
Burdur,2021-08,48.59
Burdur,2021-09,52.38
Burdur,2021-10,51.99
Burdur,2021-11,54.11
Burdur,2021-12,60.27
Burdur,2022-01,58.59
Burdur,2022-02,59.25
Burdur,2022-03,62.63
Burdur,2022-04,54.16
Burdur,2022-05,54.28
Burdur,2022-06,57.74
Burdur,2022-07,46.17
Burdur,2022-08,49.86
Burdur,2022-09,51.25
Burdur,2022-10,55.02
Burdur,2022-11,54.37
Burdur,2022-12,53.23
Burdur,2023-01,56.42
Burdur,2023-02,61.56
Burdur,2023-03,55.66
Burdur,2023-04,55.7
Burdur,2023-05,54.75
Burdur,2023-06,47.76
Burdur,2023-07,45.31
Burdur,2023-08,47.36
Burdur,2023-09,50.08
Burdur,2023-10,50.41
Burdur,2023-11,53.58
Burdur,2023-12,54.43
Burdur,2024-01,54.71
Burdur,2024-02,55.1
Burdur,2024-03,57.23
Burdur,2024-04,50.07
Burdur,2024-05,54.93
Burdur,2024-06,47.29
Burdur,2024-07,48.45
Burdur,2024-08,49.61
Burdur,2024-09,47.98
Burdur,2024-10,49.64
Burdur,2024-11,54.27
Burdur,2024-12,57.22
Burdur,2025-01,59.03
Burdur,2025-02,53.33
Burdur,2025-03,43.88
Burdur,2025-04,49.69
Burdur,2025-05,48.74
Bursa,2020-01,60.08
Bursa,2020-02,56.49
Bursa,2020-03,53.57
Bursa,2020-04,53.83
Bursa,2020-05,49.84
Bursa,2020-06,52.29
Bursa,2020-07,52.17
Bursa,2020-08,49.39
Bursa,2020-09,50.92
Bursa,2020-10,52.22
Bursa,2020-11,54.38
Bursa,2020-12,58.21
Bursa,2021-01,60.53
Bursa,2021-02,56.31
Bursa,2021-05,49.56
Bursa,2021-06,50.67
Bursa,2021-07,49.7
Bursa,2021-08,48.72
Bursa,2021-09,50.22
Bursa,2021-10,56.58
Bursa,2021-11,54.6
Bursa,2021-12,55.69
Bursa,2022-01,58.76
Bursa,2022-02,60.56
Bursa,2022-03,58.58
Bursa,2022-04,51.89
Bursa,2022-05,53.05
Bursa,2022-06,53.58
Bursa,2022-07,49.53
Bursa,2022-08,54.23
Bursa,2022-09,53.15
Bursa,2022-10,52.7
Bursa,2022-11,52.53
Bursa,2022-12,55.7
Bursa,2023-01,54.46
Bursa,2023-02,61.0
Bursa,2023-03,52.75
Bursa,2023-04,54.92
Bursa,2023-06,53.02
Bursa,2023-07,47.96
Bursa,2023-08,48.72
Bursa,2023-09,49.45
Bursa,2023-10,53.08
Bursa,2023-11,60.06
Bursa,2023-12,55.12
Bursa,2024-01,58.69
Bursa,2024-02,53.04
Bursa,2024-03,52.95
Bursa,2024-04,55.25
Bursa,2024-05,50.15
Bursa,2024-06,48.06
Bursa,2024-07,49.32
Bursa,2024-08,48.37
Bursa,2024-09,51.18
Bursa,2024-10,53.28
Bursa,2024-11,54.12
Bursa,2024-12,60.11
Bursa,2025-01,54.98
Bursa,2025-02,57.11
Bursa,2025-03,56.43
Bursa,2025-04,56.74
Bursa,2025-05,53.63
Denizli,2020-01,58.83
Denizli,2020-02,57.5
Denizli,2020-03,55.14
Denizli,2020-04,54.06
Denizli,2020-05,49.84
Denizli,2020-06,54.28
Denizli,2020-07,48.39
Denizli,2020-08,47.99
Denizli,2020-09,50.76
Denizli,2020-10,53.86
Denizli,2020-11,55.32
Denizli,2020-12,56.99
Denizli,2021-01,59.9
Denizli,2021-02,54.15
Denizli,2021-03,54.16
Denizli,2021-04,53.3
Denizli,2021-05,46.21
Denizli,2021-06,47.7
Denizli,2021-07,48.39
Denizli,2021-08,49.71
Denizli,2021-09,51.58
Denizli,2021-10,54.12
Denizli,2021-11,54.15
Denizli,2021-12,62.73
Denizli,2022-01,58.17
Denizli,2022-02,60.84
Denizli,2022-03,59.09
Denizli,2022-04,53.7
Denizli,2022-05,54.81
Denizli,2022-06,58.56
Denizli,2022-07,47.91
Denizli,2022-08,51.72
Denizli,2022-09,50.36
Denizli,2022-10,53.94
Denizli,2022-11,53.91
Denizli,2022-12,56.79
Denizli,2023-01,56.43
Denizli,2023-02,59.7
Denizli,2023-03,51.3
Denizli,2023-04,61.14
Denizli,2023-06,53.05
Denizli,2023-07,43.35
Denizli,2023-08,48.71
Denizli,2023-09,48.04
Denizli,2023-10,52.29
Denizli,2023-11,52.58
Denizli,2023-12,53.07
Denizli,2024-01,55.27
Denizli,2024-02,56.18
Denizli,2024-03,53.55
Denizli,2024-04,54.16
Denizli,2024-05,49.88
Denizli,2024-06,46.58
Denizli,2024-07,50.5
Denizli,2024-08,49.24
Denizli,2024-09,45.95
Denizli,2024-10,50.07
Denizli,2024-11,57.27
Denizli,2024-12,58.17
Denizli,2025-01,56.0
Denizli,2025-02,55.51
Denizli,2025-03,50.36
Denizli,2025-04,50.0
Denizli,2025-05,50.44
Diyarbakır,2020-01,56.67
Diyarbakır,2020-02,54.19
Diyarbakır,2020-03,54.67
Diyarbakır,2020-04,56.41
Diyarbakır,2020-05,47.5
Diyarbakır,2020-06,48.4
Diyarbakır,2020-07,45.97
Diyarbakır,2020-08,45.5
Diyarbakır,2020-09,44.37
Diyarbakır,2020-10,48.88
Diyarbakır,2020-11,55.27
Diyarbakır,2020-12,57.62
Diyarbakır,2021-01,54.42
Diyarbakır,2021-02,54.64
Diyarbakır,2021-03,53.46
Diyarbakır,2021-04,56.34
Diyarbakır,2021-05,48.99
Diyarbakır,2021-06,48.96
Diyarbakır,2021-07,45.79
Diyarbakır,2021-08,45.93
Diyarbakır,2021-09,46.13
Diyarbakır,2021-10,47.47
Diyarbakır,2021-11,51.5
Diyarbakır,2021-12,57.67
Diyarbakır,2022-01,60.19
Diyarbakır,2022-02,58.69
Diyarbakır,2022-03,60.15
Diyarbakır,2022-04,49.74
Diyarbakır,2022-05,49.33
Diyarbakır,2022-06,47.39
Diyarbakır,2022-07,43.77
Diyarbakır,2022-08,43.62
Diyarbakır,2022-09,45.59
Diyarbakır,2022-10,47.27
Diyarbakır,2022-11,50.53
Diyarbakır,2022-12,54.51
Diyarbakır,2023-01,54.21
Diyarbakır,2023-02,61.3
Diyarbakır,2023-05,52.59
Diyarbakır,2023-06,44.96
Diyarbakır,2023-07,42.86
Diyarbakır,2023-08,44.72
Diyarbakır,2023-09,45.35
Diyarbakır,2023-10,50.85
Diyarbakır,2023-11,51.72
Diyarbakır,2023-12,54.56
Diyarbakır,2024-01,53.05
Diyarbakır,2024-02,54.01
Diyarbakır,2024-03,50.96
Diyarbakır,2024-04,52.75
Diyarbakır,2024-05,55.2
Diyarbakır,2024-06,44.63
Diyarbakır,2024-07,46.94
Diyarbakır,2024-08,43.34
Diyarbakır,2024-09,47.87
Diyarbakır,2024-10,51.68
Diyarbakır,2024-11,53.46
Diyarbakır,2024-12,56.58
Diyarbakır,2025-01,54.89
Diyarbakır,2025-02,58.0
Diyarbakır,2025-03,51.34
Diyarbakır,2025-04,50.69
Diyarbakır,2025-05,53.28
Düzce,2020-01,58.9
Düzce,2020-02,61.89
Düzce,2020-03,54.81
Düzce,2020-04,51.6
Düzce,2020-05,50.49
Düzce,2020-07,50.9
Düzce,2020-08,49.14
Düzce,2020-09,52.03
Düzce,2020-10,51.99
Düzce,2020-11,55.91
Düzce,2021-01,56.62
Düzce,2021-02,59.72
Düzce,2021-03,55.17
Düzce,2021-05,56.01
Düzce,2021-06,55.88
Düzce,2021-07,49.59
Düzce,2021-08,53.03
Düzce,2021-09,51.71
Düzce,2021-10,56.0
Düzce,2021-11,54.86
Düzce,2021-12,61.15
Düzce,2022-01,52.56
Düzce,2022-04,48.51
Düzce,2022-05,51.94
Düzce,2022-07,53.12
Düzce,2022-08,49.08
Düzce,2022-09,51.37
Düzce,2022-10,54.62
Düzce,2022-11,60.35
Düzce,2022-12,55.1
Düzce,2023-01,54.21
Düzce,2023-04,58.85
Düzce,2023-05,27.33
Düzce,2023-06,56.76
Düzce,2023-07,48.28
Düzce,2023-08,45.54
Düzce,2023-09,51.31
Düzce,2023-10,52.08
Düzce,2023-11,54.1
Düzce,2023-12,51.71
Düzce,2024-02,64.14
Düzce,2024-03,51.7
Düzce,2024-04,53.34
Düzce,2024-05,53.61
Düzce,2024-06,49.73
Düzce,2024-07,47.74
Düzce,2024-08,52.45
Düzce,2024-09,54.92
Düzce,2024-10,52.04
Düzce,2024-11,59.2
Düzce,2024-12,57.88
Düzce,2025-01,55.22
Düzce,2025-03,61.88
Düzce,2025-04,54.16
Düzce,2025-05,50.44
Edirne,2020-01,57.02
Edirne,2020-02,56.34
Edirne,2020-03,54.45
Edirne,2020-04,52.71
Edirne,2020-05,50.65
Edirne,2020-06,50.79
Edirne,2020-07,52.28
Edirne,2020-08,50.46
Edirne,2020-09,49.56
Edirne,2020-10,55.34
Edirne,2020-11,55.42
Edirne,2020-12,60.76
Edirne,2021-01,58.12
Edirne,2021-02,54.62
Edirne,2021-03,54.16
Edirne,2021-04,52.56
Edirne,2021-05,51.8
Edirne,2021-06,51.49
Edirne,2021-07,48.6
Edirne,2021-08,47.54
Edirne,2021-09,53.54
Edirne,2021-10,61.03
Edirne,2021-11,54.06
Edirne,2022-01,58.92
Edirne,2022-02,55.18
Edirne,2022-03,53.27
Edirne,2022-04,51.1
Edirne,2022-05,51.19
Edirne,2022-06,50.93
Edirne,2022-07,50.37
Edirne,2022-08,54.53
Edirne,2022-09,50.96
Edirne,2022-10,55.05
Edirne,2022-11,53.98
Edirne,2022-12,53.55
Edirne,2023-01,55.21
Edirne,2023-02,56.18
Edirne,2023-03,50.82
Edirne,2023-04,56.24
Edirne,2023-05,53.24
Edirne,2023-06,50.51
Edirne,2023-07,49.23
Edirne,2023-08,45.21
Edirne,2023-09,48.1
Edirne,2023-10,48.66
Edirne,2023-11,59.65
Edirne,2023-12,54.68
Edirne,2024-02,56.17
Edirne,2024-04,50.83
Edirne,2024-05,49.86
Edirne,2024-06,47.08
Edirne,2024-07,46.95
Edirne,2024-08,45.65
Edirne,2024-09,54.73
Edirne,2024-10,52.35
Edirne,2024-11,53.79
Edirne,2024-12,55.38
Edirne,2025-01,62.82
Edirne,2025-02,57.92
Edirne,2025-03,53.58
Edirne,2025-04,51.82
Edirne,2025-05,52.6
Elazığ,2020-01,58.92
Elazığ,2020-02,55.24
Elazığ,2020-03,56.88
Elazığ,2020-04,54.67
Elazığ,2020-05,50.75
Elazığ,2020-06,50.37
Elazığ,2020-07,46.48
Elazığ,2020-08,47.9
Elazığ,2020-09,48.44
Elazığ,2020-10,50.03
Elazığ,2020-11,54.98
Elazığ,2020-12,56.61
Elazığ,2021-01,57.9
Elazığ,2021-02,55.28
Elazığ,2021-03,55.72
Elazığ,2021-04,54.43
Elazığ,2021-05,49.5
Elazığ,2021-06,48.82
Elazığ,2021-07,47.15
Elazığ,2021-08,48.05
Elazığ,2021-09,48.55
Elazığ,2021-10,51.87
Elazığ,2021-11,52.46
Elazığ,2021-12,58.08
Elazığ,2022-01,59.34
Elazığ,2022-02,57.45
Elazığ,2022-03,58.42
Elazığ,2022-04,51.44
Elazığ,2022-05,49.36
Elazığ,2022-06,49.65
Elazığ,2022-07,46.71
Elazığ,2022-08,46.92
Elazığ,2022-09,47.8
Elazığ,2022-10,50.85
Elazığ,2022-11,52.39
Elazığ,2022-12,56.31
Elazığ,2023-01,56.41
Elazığ,2023-02,57.31
Elazığ,2023-03,58.52
Elazığ,2023-04,57.02
Elazığ,2023-05,53.87
Elazığ,2023-06,51.67
Elazığ,2023-07,45.34
Elazığ,2023-08,46.82
Elazığ,2023-09,47.18
Elazığ,2023-10,51.48
Elazığ,2023-11,54.73
Elazığ,2023-12,57.08
Elazığ,2024-01,54.82
Elazığ,2024-02,55.39
Elazığ,2024-03,52.57
Elazığ,2024-04,52.14
Elazığ,2024-05,50.04
Elazığ,2024-06,45.3
Elazığ,2024-07,45.83
Elazığ,2024-08,46.4
Elazığ,2024-09,47.47
Elazığ,2024-10,51.83
Elazığ,2024-11,53.76
Elazığ,2024-12,56.97
Elazığ,2025-01,54.96
Elazığ,2025-02,56.67
Elazığ,2025-03,57.11
Elazığ,2025-04,52.48
Elazığ,2025-05,51.04
Erzincan,2020-01,59.73
Erzincan,2020-02,62.44
Erzincan,2020-04,60.49
Erzincan,2020-05,52.8
Erzincan,2020-06,51.49
Erzincan,2020-07,50.88
Erzincan,2020-08,48.28
Erzincan,2020-09,49.93
Erzincan,2020-10,50.24
Erzincan,2020-11,57.18
Erzincan,2020-12,61.26
Erzincan,2021-01,61.95
Erzincan,2021-02,62.74
Erzincan,2021-03,64.5
Erzincan,2021-04,55.41
Erzincan,2021-05,51.29
Erzincan,2021-06,49.78
Erzincan,2021-07,52.45
Erzincan,2021-08,49.16
Erzincan,2021-09,49.5
Erzincan,2021-10,50.53
Erzincan,2021-11,55.73
Erzincan,2021-12,60.76
Erzincan,2022-01,62.28
Erzincan,2022-02,62.05
Erzincan,2022-04,57.04
Erzincan,2022-05,53.56
Erzincan,2022-06,51.09
Erzincan,2022-07,50.27
Erzincan,2022-08,48.78
Erzincan,2022-09,47.16
Erzincan,2022-10,54.92
Erzincan,2022-11,56.41
Erzincan,2022-12,59.74
Erzincan,2023-01,59.1
Erzincan,2023-02,61.75
Erzincan,2023-04,64.77
Erzincan,2023-05,59.23
Erzincan,2023-06,51.34
Erzincan,2023-07,48.06
Erzincan,2023-08,49.39
Erzincan,2023-09,50.44
Erzincan,2023-10,53.09
Erzincan,2023-11,45.94
Erzincan,2023-12,64.26
Erzincan,2024-01,60.93
Erzincan,2024-02,61.11
Erzincan,2024-03,62.02
Erzincan,2024-04,55.17
Erzincan,2024-05,57.67
Erzincan,2024-06,46.26
Erzincan,2024-07,44.31
Erzincan,2024-08,49.92
Erzincan,2024-09,49.29
Erzincan,2024-10,51.55
Erzincan,2024-11,54.77
Erzincan,2024-12,61.82
Erzincan,2025-01,61.5
Erzincan,2025-02,60.98
Erzincan,2025-03,62.55
Erzincan,2025-04,61.2
Erzincan,2025-05,53.95
Erzurum,2020-01,62.9
Erzurum,2020-02,60.74
Erzurum,2020-03,63.29
Erzurum,2020-05,51.24
Erzurum,2020-06,53.32
Erzurum,2020-07,52.58
Erzurum,2020-08,50.38
Erzurum,2020-09,50.81
Erzurum,2020-10,51.85
Erzurum,2020-11,59.76
Erzurum,2020-12,63.02
Erzurum,2021-01,65.49
Erzurum,2021-02,65.36
Erzurum,2021-05,51.01
Erzurum,2021-06,49.32
Erzurum,2021-07,53.31
Erzurum,2021-08,54.83
Erzurum,2021-09,53.45
Erzurum,2021-10,53.88
Erzurum,2021-11,56.14
Erzurum,2022-01,61.93
Erzurum,2022-02,64.14
Erzurum,2022-05,52.81
Erzurum,2022-06,51.5
Erzurum,2022-07,51.81
Erzurum,2022-08,49.12
Erzurum,2022-09,50.59
Erzurum,2022-10,52.55
Erzurum,2022-11,58.24
Erzurum,2022-12,59.85
Erzurum,2023-01,58.81
Erzurum,2023-02,60.61
Erzurum,2023-05,55.77
Erzurum,2023-06,59.72
Erzurum,2023-07,51.08
Erzurum,2023-08,48.7
Erzurum,2023-09,54.48
Erzurum,2023-10,55.63
Erzurum,2023-11,54.11
Erzurum,2023-12,63.68
Erzurum,2024-04,58.31
Erzurum,2024-06,49.58
Erzurum,2024-07,56.54
Erzurum,2024-08,55.35
Erzurum,2024-09,54.77
Erzurum,2024-10,53.66
Erzurum,2024-11,56.44
Erzurum,2025-01,64.36
Erzurum,2025-02,62.69
Erzurum,2025-03,59.32
Erzurum,2025-05,52.77
Eskişehir,2020-01,61.49
Eskişehir,2020-02,57.55
Eskişehir,2020-03,54.13
Eskişehir,2020-04,51.08
Eskişehir,2020-05,49.37
Eskişehir,2020-06,52.3
Eskişehir,2020-07,47.94
Eskişehir,2020-08,48.17
Eskişehir,2020-09,47.91
Eskişehir,2020-10,51.61
Eskişehir,2020-11,54.76
Eskişehir,2020-12,55.08
Eskişehir,2021-01,60.34
Eskişehir,2021-02,56.04
Eskişehir,2021-03,61.89
Eskişehir,2021-05,50.3
Eskişehir,2021-06,48.0
Eskişehir,2021-07,46.35
Eskişehir,2021-08,47.24
Eskişehir,2021-09,50.11
Eskişehir,2021-10,52.97
Eskişehir,2021-11,54.48
Eskişehir,2021-12,60.49
Eskişehir,2022-01,57.32
Eskişehir,2022-02,60.17
Eskişehir,2022-03,52.17
Eskişehir,2022-04,54.04
Eskişehir,2022-05,50.92
Eskişehir,2022-06,54.35
Eskişehir,2022-07,47.08
Eskişehir,2022-08,53.89
Eskişehir,2022-09,52.88
Eskişehir,2022-10,53.47
Eskişehir,2022-11,54.63
Eskişehir,2022-12,58.97
Eskişehir,2023-01,57.43
Eskişehir,2023-02,57.84
Eskişehir,2023-03,55.82
Eskişehir,2023-04,52.7
Eskişehir,2023-05,57.6
Eskişehir,2023-06,55.15
Eskişehir,2023-07,43.69
Eskişehir,2023-08,47.67
Eskişehir,2023-09,47.71
Eskişehir,2023-10,51.44
Eskişehir,2023-11,54.05
Eskişehir,2023-12,55.05
Eskişehir,2024-01,57.8
Eskişehir,2024-02,55.26
Eskişehir,2024-03,60.64
Eskişehir,2024-04,53.89
Eskişehir,2024-05,53.49
Eskişehir,2024-06,43.72
Eskişehir,2024-07,49.88
Eskişehir,2024-08,49.26
Eskişehir,2024-09,51.67
Eskişehir,2024-10,49.22
Eskişehir,2024-11,56.81
Eskişehir,2024-12,60.55
Eskişehir,2025-01,57.75
Eskişehir,2025-02,61.84
Eskişehir,2025-03,53.66
Eskişehir,2025-04,50.14
Eskişehir,2025-05,51.1
Gaziantep,2020-01,54.42
Gaziantep,2020-02,52.82
Gaziantep,2020-03,51.64
Gaziantep,2020-04,53.54
Gaziantep,2020-05,47.59
Gaziantep,2020-06,45.1
Gaziantep,2020-07,43.99
Gaziantep,2020-08,42.87
Gaziantep,2020-09,45.37
Gaziantep,2020-10,47.91
Gaziantep,2020-11,53.15
Gaziantep,2020-12,55.15
Gaziantep,2021-01,57.46
Gaziantep,2021-02,52.79
Gaziantep,2021-03,52.84
Gaziantep,2021-04,51.87
Gaziantep,2021-05,47.18
Gaziantep,2021-06,46.78
Gaziantep,2021-07,42.68
Gaziantep,2021-08,43.53
Gaziantep,2021-09,45.5
Gaziantep,2021-10,46.98
Gaziantep,2021-11,51.44
Gaziantep,2021-12,57.0
Gaziantep,2022-01,54.96
Gaziantep,2022-02,55.33
Gaziantep,2022-03,50.09
Gaziantep,2022-04,49.25
Gaziantep,2022-05,49.29
Gaziantep,2022-06,44.88
Gaziantep,2022-07,42.8
Gaziantep,2022-08,45.88
Gaziantep,2022-09,44.33
Gaziantep,2022-10,48.37
Gaziantep,2022-11,52.47
Gaziantep,2022-12,54.22
Gaziantep,2023-01,55.26
Gaziantep,2023-02,52.62
Gaziantep,2023-03,54.57
Gaziantep,2023-04,50.75
Gaziantep,2023-05,50.51
Gaziantep,2023-06,49.22
Gaziantep,2023-07,41.97
Gaziantep,2023-08,43.29
Gaziantep,2023-09,43.55
Gaziantep,2023-10,48.91
Gaziantep,2023-11,52.43
Gaziantep,2023-12,52.81
Gaziantep,2024-01,55.21
Gaziantep,2024-02,50.46
Gaziantep,2024-03,53.25
Gaziantep,2024-04,48.42
Gaziantep,2024-05,54.39
Gaziantep,2024-06,41.49
Gaziantep,2024-07,39.28
Gaziantep,2024-08,42.87
Gaziantep,2024-09,47.09
Gaziantep,2024-10,47.8
Gaziantep,2024-11,53.01
Gaziantep,2024-12,54.04
Gaziantep,2025-01,55.0
Gaziantep,2025-02,53.11
Gaziantep,2025-03,52.72
Gaziantep,2025-04,47.52
Gaziantep,2025-05,52.33
Giresun,2020-01,61.36
Giresun,2020-02,59.51
Giresun,2020-03,62.56
Giresun,2020-04,56.13
Giresun,2020-05,63.19
Giresun,2020-06,54.15
Giresun,2020-08,49.59
Giresun,2020-09,55.17
Giresun,2020-10,51.51
Giresun,2020-11,58.27
Giresun,2020-12,56.58
Giresun,2021-01,58.52
Giresun,2021-04,56.38
Giresun,2021-05,48.66
Giresun,2021-06,54.69
Giresun,2021-07,42.39
Giresun,2021-09,57.57
Giresun,2021-10,50.9
Giresun,2021-11,55.28
Giresun,2021-12,55.01
Giresun,2022-02,62.28
Giresun,2022-04,58.97
Giresun,2022-05,50.45
Giresun,2022-08,56.83
Giresun,2022-09,48.9
Giresun,2022-10,49.93
Giresun,2022-11,54.28
Giresun,2022-12,58.95
Giresun,2023-01,58.08
Giresun,2023-06,53.36
Giresun,2023-07,53.1
Giresun,2023-08,57.62
Giresun,2023-10,51.52
Giresun,2023-11,56.93
Giresun,2023-12,59.15
Giresun,2024-02,57.2
Giresun,2024-03,60.54
Giresun,2024-04,54.76
Giresun,2024-06,52.14
Giresun,2024-07,59.75
Giresun,2024-08,46.09
Giresun,2024-09,50.67
Giresun,2024-10,55.29
Giresun,2024-11,60.97
Giresun,2024-12,58.86
Giresun,2025-01,59.3
Giresun,2025-05,57.27
Gümüşhane,2020-01,63.73
Gümüşhane,2020-02,60.9
Gümüşhane,2020-03,57.72
Gümüşhane,2020-04,58.43
Gümüşhane,2020-05,53.7
Gümüşhane,2020-06,51.93
Gümüşhane,2020-07,52.97
Gümüşhane,2020-08,51.26
Gümüşhane,2020-09,50.77
Gümüşhane,2020-10,51.22
Gümüşhane,2020-11,58.77
Gümüşhane,2020-12,61.31
Gümüşhane,2021-01,62.89
Gümüşhane,2021-02,61.98
Gümüşhane,2021-03,61.07
Gümüşhane,2021-04,59.39
Gümüşhane,2021-05,51.91
Gümüşhane,2021-06,50.97
Gümüşhane,2021-07,49.95
Gümüşhane,2021-08,53.07
Gümüşhane,2021-09,53.98
Gümüşhane,2021-10,55.1
Gümüşhane,2021-11,56.42
Gümüşhane,2021-12,61.55
Gümüşhane,2022-01,61.49
Gümüşhane,2022-02,61.53
Gümüşhane,2022-03,58.37
Gümüşhane,2022-04,60.95
Gümüşhane,2022-05,51.38
Gümüşhane,2022-06,51.72
Gümüşhane,2022-07,53.5
Gümüşhane,2022-08,50.14
Gümüşhane,2022-09,49.04
Gümüşhane,2022-10,55.83
Gümüşhane,2022-11,54.92
Gümüşhane,2022-12,59.95
Gümüşhane,2023-01,60.27
Gümüşhane,2023-02,58.96
Gümüşhane,2023-03,57.27
Gümüşhane,2023-05,58.15
Gümüşhane,2023-06,55.25
Gümüşhane,2023-07,49.63
Gümüşhane,2023-08,49.94
Gümüşhane,2023-09,52.03
Gümüşhane,2023-10,52.99
Gümüşhane,2023-11,49.45
Gümüşhane,2023-12,62.68
Gümüşhane,2024-01,60.81
Gümüşhane,2024-02,58.92
Gümüşhane,2024-03,63.81
Gümüşhane,2024-04,54.54
Gümüşhane,2024-05,53.49
Gümüşhane,2024-06,46.59
Gümüşhane,2024-07,43.29
Gümüşhane,2024-08,49.84
Gümüşhane,2024-09,53.13
Gümüşhane,2024-10,50.24
Gümüşhane,2024-11,57.89
Gümüşhane,2024-12,62.31
Gümüşhane,2025-01,61.48
Gümüşhane,2025-02,62.57
Gümüşhane,2025-03,58.81
Gümüşhane,2025-05,54.42
Hakkari,2020-05,55.0
Hakkari,2020-06,49.55
Hakkari,2020-07,50.87
Hakkari,2020-08,49.41
Hakkari,2020-09,49.31
Hakkari,2020-10,50.67
Hakkari,2020-12,64.06
Hakkari,2021-02,62.76
Hakkari,2021-04,59.77
Hakkari,2021-05,50.9
Hakkari,2021-06,46.39
Hakkari,2021-07,47.02
Hakkari,2021-08,50.83
Hakkari,2021-09,49.32
Hakkari,2021-10,55.49
Hakkari,2021-11,57.21
Hakkari,2021-12,64.42
Hakkari,2022-02,63.83
Hakkari,2022-05,51.89
Hakkari,2022-06,49.11
Hakkari,2022-07,47.08
Hakkari,2022-08,47.13
Hakkari,2022-09,46.3
Hakkari,2022-10,54.95
Hakkari,2022-11,55.63
Hakkari,2023-01,63.25
Hakkari,2023-02,58.81
Hakkari,2023-05,54.93
Hakkari,2023-06,50.87
Hakkari,2023-07,48.89
Hakkari,2023-08,44.56
Hakkari,2023-09,50.53
Hakkari,2023-10,60.56
Hakkari,2023-11,49.85
Hakkari,2024-05,56.59
Hakkari,2024-06,51.6
Hakkari,2024-07,52.27
Hakkari,2024-08,47.13
